feature	mzmed	mzmin	mzmax	rtmed	rtmin	rtmax	npeaks	241008_M274_01_HILIC_pos_B1.mzXML	241008_M274_01_HILIC_pos_B10.mzXML	241008_M274_01_HILIC_pos_B11.mzXML	241008_M274_01_HILIC_pos_B12.mzXML	241008_M274_01_HILIC_pos_B13.mzXML	241008_M274_01_HILIC_pos_B14.mzXML	241008_M274_01_HILIC_pos_B15.mzXML	241008_M274_01_HILIC_pos_B16.mzXML	241008_M274_01_HILIC_pos_B17.mzXML	241008_M274_01_HILIC_pos_B18.mzXML	241008_M274_01_HILIC_pos_B19.mzXML	241008_M274_01_HILIC_pos_B2.mzXML	241008_M274_01_HILIC_pos_B20.mzXML	241008_M274_01_HILIC_pos_B21.mzXML	241008_M274_01_HILIC_pos_B22.mzXML	241008_M274_01_HILIC_pos_B23.mzXML	241008_M274_01_HILIC_pos_B3.mzXML	241008_M274_01_HILIC_pos_B4.mzXML	241008_M274_01_HILIC_pos_B5.mzXML	241008_M274_01_HILIC_pos_B6.mzXML	241008_M274_01_HILIC_pos_B7.mzXML	241008_M274_01_HILIC_pos_B8.mzXML	241008_M274_01_HILIC_pos_B9.mzXML
FT1746	481.265388107902	481.257362442159	481.266558889108	41.6517405296468	40.2994334184152	42.5165600461163	28	4.35032733548908	4.57229523557688	4.49327804218137	4.52838219693732	4.39479487938511	4.23697616236788	4.36964330087195	4.50858747420511	4.34303622429007	4.48390279539223	4.146900795143	4.56312409564926	4.30517135221248	4.31276067121649	4.09752823642156	4.82834658877838	4.70595615357781	4.54583251058268	4.61299631796368	4.28553291315188	4.42987077462822	4.15505049961463	4.60539830602649
FT1747	481.312428015078	481.312421910616	481.313312041194	300.087175349328	297.939555174463	305.974207025892	3	4.24319245031661	4.00596546757718	3.82000882289092	4.60676654423359	3.24042059626137	3.64870181748088	3.5673219874753	3.91313627710814	3.84697129396735	3.6256291400572	2.15258932125173	3.98164031485253	3.88338167901363	3.94856287798881	3.45636025023715	3.89408761439081	4.37277586884734	3.72829441563824	2.04966027458959	4.44635407601602	3.35909839277723	3.68104780139536	3.97342744034039
FT1748	482.209711494987	482.209126813311	482.21039285185	538.559469189031	534.330180511854	545.484073541579	5	3.03437979127093	3.38718623601356	2.77227777671091	3.25823816919545	2.62553087055268	3.23886218309211	3.28230391054552	1.81625866155932	2.6352664748295	2.57619807272382	2.58315269354065	2.03551210792302	1.80761052460257	2.5428973474116	1.70203860509152	2.97754348835073	2.84888480663055	2.58997437748285	0.666756721966247	3.45850284416288	2.66326280993863	3.24864339762552	2.44452790019449
FT1749	482.209570333903	482.209570333903	482.209570333903	527.094250654819	527.094250654819	527.094250654819	1	0.706970120366404	1.57561348637733	1.42533388177711	1.65640798198601	0.772157672773606	1.5700635352953	1.63940109365422	1.66758059168151	1.08106196623047	1.25121426426147	1.01161345982692	0.774020124574426	0.584309418927806	0.740137429745945	1.0101783305274	1.50620204414989	1.46957765032213	3.38963043181993	1.38863262360806	1.45242230005725	0.552085028043552	1.39147094994166	NA
FT1750	482.333603492994	482.332208907774	482.334382178572	130.371490206974	126.729884885603	137.500648147644	8	1.55157730788367	2.21237044504541	2.04936855169532	2.20650758152362	1.70168841143664	2.02300485049959	2.05319355953688	1.9636747702342	1.89067880319179	1.72453668146304	1.28256346833276	1.94599087843062	1.96996992933876	1.11561780145131	2.0431692991071	1.95847437316974	2.22221910601633	1.91563483988311	1.90973470381256	2.03389184695877	1.58198079501564	2.10023402309532	2.26159183914266
FT1751	482.334602813768	482.333993389876	482.335212237661	89.5163843458886	88.2891672248252	90.7436014669519	2	2.35977895805025	2.1151006239277	1.89357476206217	2.41430370697003	2.38640237524339	1.48004918863253	2.62705036530706	2.04015280926145	2.22730686633852	2.10631216264856	1.99188693097427	2.33097737203482	2.13358390246493	1.95444193123702	1.86883449648677	2.21360283003782	2.79389037573771	2.30414814243609	1.78982142426522	2.681733854931	1.4854747963361	2.3904096442969	1.47393379450444
FT1752	482.20504143806	482.202884107369	482.2078059186	385.38273993957	385.23783436655	398.081392726337	5	3.50392638519661	3.49061976970153	3.78184286404907	3.54061579223514	3.56565382279375	3.67536471095157	3.68233025002848	3.497720153577	3.7651323689073	3.56959542033549	3.77323038102072	3.95476588477721	3.69419387440441	3.76901212889518	3.19432597005915	3.54384762603768	3.51485259995506	3.60085807552388	3.82529824485589	3.35757983913286	3.79632757065736	3.67604188877787	3.39957408220695
FT1753	482.295455213993	482.295455213993	482.295455213993	358.272844936874	358.272844936874	358.272844936874	1	2.54697009924801	2.92423649099726	2.69255943732322	2.53158743902593	3.01770831002947	2.78328395780424	2.61710446678632	2.75773820453082	2.57081538366183	2.88241807718623	2.61701471487531	3.01632404332257	2.83483644232738	2.7614416308681	3.07833319016292	2.44976000388933	2.84494335336562	2.87007233066255	2.80603502609797	2.91862092628709	2.50886343505356	2.90594336153723	2.66557424027454
FT1754	482.325016481838	482.324378302081	482.325654661596	294.639719760887	290.349991351541	298.929448170233	2	3.70562110089328	3.55724071385231	3.42645428647589	4.20889288824957	3.37430486917925	3.32200720447086	3.23812760720347	3.43465836878102	3.36338757722179	3.22385270384984	3.05590096999757	3.45484669085845	3.66666989549172	3.46752118688797	3.33829965302081	3.54436367712281	3.58969981430129	3.39930758514042	3.11971117706227	3.83997209571635	3.18484854661104	3.22753878369608	3.58492292436124
FT1755	483.093758970696	483.093758970696	483.093758970696	432.959948928142	432.959948928142	432.959948928142	1	2.51969785239845	2.60051883218369	2.58143562619058	2.51034727699325	2.24082803174211	2.55779826642865	2.68853888849197	2.25655778749464	2.6197353857392	2.44312784959447	2.80723991179142	2.61247704283008	2.51279872141236	2.54828820027499	2.04175809193435	2.43127206848531	2.62346595758766	2.17100667743274	2.52486890522338	2.16916377815418	2.67386844842538	2.47581256056368	2.52516835057325
FT1756	483.225241637969	483.224894306533	483.225588969405	334.510720103008	332.509464896704	336.511975309312	2	2.51576092133883	1.34873214351877	2.60703167124795	2.10407418690783	2.07502679177807	2.88086824834812	2.41648880872691	2.63876264195609	2.58419269222936	2.39743464972098	3.42580198857748	2.71037586429127	2.55886370854136	2.67036874936846	2.85583043522301	2.33842104838162	1.85855013020648	2.80808142462331	2.6154835463878	2.33683353003423	2.80415680127359	2.35260565452372	1.94041714675541
FT1757	483.217314271317	483.217314271317	483.217314271317	418.404933659958	418.404933659958	418.404933659958	1	2.57294233118144	2.51665521005878	2.42928407907179	2.63111144776387	2.47849292833971	2.67686851566175	2.87753078089203	2.23757065258752	2.66669807541488	2.7557031460995	NA	3.00352906569318	2.9174314524417	2.45024381520902	2.91441969439233	2.4820317737067	2.09979402819261	2.77319870802984	2.79650751015527	2.60535480350531	2.9614182751351	2.82947732422134	2.68143338802753
FT1758	483.292074107591	483.292074107591	483.292074107591	383.802788904945	383.802788904945	383.802788904945	1	2.20469655175607	2.33726630590372	2.14626477270455	1.33425802531463	2.08991697643892	2.35434382506477	2.07186971761687	2.09554514820625	2.19283747851076	2.4455327257998	1.12437203618751	NA	1.50681596536605	2.48684185503404	2.73653181962692	2.11681040221262	1.99666342052477	2.42181550772281	1.68567945685078	2.17452191758002	2.0764979039791	NA	2.06713548281349
FT1759	483.270836650701	483.269965267034	483.27105569899	273.928409303893	266.839010622742	274.667560464932	5	NA	2.04709474198633	1.44033556429046	2.50546241513502	1.75134989854895	1.38879148347299	1.79294952489044	1.84445100661218	0.998439465587271	1.55690936667245	2.12374420195923	1.57565857212288	2.0102719925395	1.81982274069734	NA	1.92201731398416	2.05372276446093	1.30268235953617	1.31816023128231	1.68869376018448	NA	1.68173143481582	2.28217338060838
FT1760	483.975250842744	483.975250842744	483.975250842744	430.956149215228	430.956149215228	430.956149215228	1	3.25585957345613	3.21804004818071	2.97554790281285	3.05494229548233	3.17700114985307	3.12276832732706	3.11915299139681	3.10933966766388	2.97414456615661	3.24588879707437	3.15819882084557	3.11397709259933	2.85598440421879	2.92778030483708	3.04379986722371	3.06760979688979	3.29961345953106	2.81831008764016	3.15272028031667	3.20346223534915	2.78720022395211	3.23600878506686	2.84371612417765
FT1761	484.22041783448	484.218472217257	484.223234529616	480.12527711633	471.78546105365	487.576801682583	14	3.08817476179854	3.06436922448304	3.59157705373768	2.98853727656531	3.59287864411182	3.64064387741555	3.64938605096489	3.51192644585888	3.50329496869173	3.3379443565907	3.87336120651885	3.34327925669821	3.17085509616398	3.32171180412835	3.30248708399788	2.96553676090882	3.13628895836735	3.45403021773867	3.70962435252844	2.9317137097972	3.71680214152824	3.48991722711392	3.27202164566063
FT1762	484.235400726932	484.235400726932	484.235400726932	417.445637118734	417.445637118734	417.445637118734	1	2.48052598857082	2.55368646878102	2.76437416334769	2.64443710091899	2.86804722456208	2.59329903563459	2.69910178143111	2.49265446799219	2.59987752477761	2.79001733609349	2.52050467949897	2.69270680508649	2.69766777127197	2.69937957638257	2.94631019202064	2.7259146515456	2.85584396805122	2.10132476764085	2.63776701366217	2.66823435425757	2.86514670514981	2.71789702105156	2.49417066723215
FT1763	484.21578150375	484.21578150375	484.21578150375	439.46175713288	439.46175713288	439.46175713288	1	2.75083725339387	2.70703481600575	2.70367719141304	2.67157185408101	2.87151455723356	2.84707378331144	2.66848073654719	2.67456889665454	2.81458948374746	2.39691834467544	2.99653861182449	2.69280306609276	2.72624050324669	2.59074632854979	2.72571304864277	2.43244490306988	2.35585101172937	2.41391182424677	2.71078460237049	2.48608671134855	2.4106030950042	2.29975307574641	2.46674201756269
FT1764	484.267932228911	484.262820259154	484.312742172108	333.151232722647	313.305273457806	339.617489697109	16	4.07132385887617	3.93137020297046	3.75247132105488	4.28455357012397	3.69963771149446	3.75168524915449	3.7636612935942	3.64491752207407	3.42928170620928	3.86116065741662	3.55882611640969	3.34561781762415	3.27419632158285	3.74608719197085	3.36635180228339	3.6000788164597	3.36826806542727	3.78449952374732	2.9247286352934	4.16954080753082	3.87015055824977	3.93831228268921	3.65726321628397
FT1765	484.338850053146	484.338850053146	484.338850053146	299.43165566157	299.43165566157	299.43165566157	1	NA	NA	1.32006205664456	NA	1.71841079956181	NA	NA	NA	1.50979701390941	2.07684790868601	NA	1.62965683660645	NA	NA	NA	NA	NA	1.53485260650861	NA	NA	1.68127045965254	NA	NA
FT1766	484.411949875054	484.406202137629	484.415068683172	42.9430807485012	41.4147959580164	43.5546247057385	24	4.60945940653481	4.49075382900687	4.37695714664508	4.64395403163137	4.5502721556291	4.39513025000803	4.32058469625126	4.40900076002566	4.53012701704808	4.45062293093452	4.2747659365608	4.56730168081164	4.57454364591027	4.49935753914816	4.3509442612928	4.55513899634041	4.78966830315415	4.55625122145569	4.68405332251737	4.63702209220368	4.21236763058596	4.42625118980919	4.69679391768095
FT1767	485.050949741134	485.039356828112	485.062542654157	438.479582073928	438.182262005904	438.776902141952	2	2.95115391526241	2.70219865565274	3.16318888446735	3.04232783736165	3.13245124831994	3.04833945067788	3.28510551965565	2.9704353130061	2.96326286396852	2.79520895370741	3.82291312496644	2.90070396710862	3.06717970431754	3.090561033026	2.64602106291098	3.12571114668087	2.86830480387854	2.77224915639814	2.82704500811172	2.30301703623609	3.3890282394385	2.45767831189642	2.89447717243067
FT1768	485.29103802381	485.290268645342	485.366776150452	42.6598462948063	40.7474620491974	52.8554904006833	32	4.78150525666579	4.62734029748809	4.45206381539284	4.97921556855157	4.67060055025418	4.50293756447204	4.51639746192271	4.69757668347336	4.64563979836524	4.62312684941609	4.36547060836263	4.70027443648939	4.8083009376321	4.79040761481113	4.65347837257211	4.85977910551493	4.89205115758671	4.67491969427446	4.79741065015024	4.88805483636421	4.5192545978673	4.75413403019874	4.74347583316637
FT1769	485.297177543754	485.291710104957	485.301439503139	389.672676980095	388.165566768037	392.758881212116	6	4.03982493666569	3.9262175414821	3.86601030397307	3.84503890530261	3.8171833296696	3.71610130904187	3.6075471106369	3.79611043877502	3.96275947267383	3.77646020361557	3.61963461342011	3.91109704212661	4.02184967526742	3.95236768841018	3.70040165576969	4.06676364661151	4.0972687021184	3.94323575436567	3.98949153451603	3.98637905139667	3.64821563250232	3.75501021728572	3.96303807917518
FT1770	485.309315085168	485.306682874576	485.31194729576	315.36304060777	312.462331813425	318.263749402115	2	3.41992208314116	3.22360330364045	3.14920945474517	3.37136029174994	3.20773599430734	3.36358222416421	3.26015524826058	3.50577073720863	3.42530085942006	3.3631046243037	3.59828709284919	3.29093152373366	3.32741216246084	3.46881338163119	3.24103768290756	3.38662841377224	3.2575531598286	3.24408831221984	3.13446932659629	3.23757569564706	3.81186766028372	3.57353348546567	3.35810591799132
FT1771	485.305217038814	485.299254496656	485.311179580972	455.223564927442	452.169829923344	458.277299931541	2	3.17116793449674	2.85221334886846	2.46446431751089	3.01477214198503	2.96046226211572	2.69088516799827	2.73285705721	2.56127901230737	2.61678301855039	2.94625517194553	3.52396413828301	2.50183098671372	2.57872542490484	3.02396216983917	2.98713395780669	3.01152137159215	2.82700688093784	2.50939390747547	2.67688047088675	2.67590598059916	3.13851687323992	2.95699850904511	2.68365506747664
FT1772	485.983136409659	485.962442345463	485.987689013384	431.015162120997	426.764597277277	434.879459477439	4	4.06040413144331	3.86159041987796	3.75355973770547	4.14672810588359	3.92927387852568	3.6437655634002	3.76727727611758	3.80594428862482	3.76013896288638	3.7385942356235	3.53455501782472	3.86437893187404	3.94783582735884	3.99497041133856	3.80200282018984	3.9947678619362	4.03753484513985	4.05733017130242	3.94695890405663	3.94833715372196	3.92873319281703	3.85659658202065	3.92131718459443
FT1773	486.026617163591	486.026522376476	486.027255817054	357.231127846323	356.245555591557	358.54883148171	6	3.5756596804319	3.76532425113348	3.47165515452597	3.44162410602931	3.84781128541853	3.3864081647552	3.3519285811465	3.55293809261803	3.52204017766739	3.8141546070347	2.69662698375704	3.52330597077727	3.5315049978005	3.67355187642071	3.37519557931873	3.50659348527824	3.86980898051968	3.4483371758609	3.88250278250825	3.61643605539316	3.30213494852018	3.98760116505469	3.5779213990683
FT1774	486.222187177597	486.221106739494	486.224535185467	403.498864216611	402.863440393653	404.475311395366	5	3.27818381232334	3.27347237446395	3.26751820630012	3.2910379107122	3.37860350438299	3.36706589328359	3.37569447884531	3.2203901167124	3.33430772058563	3.39583905211863	3.51467184478821	3.43948994564532	3.44335274849308	3.34961852599522	3.2232175536601	3.26776279974048	3.28696491044776	3.29357055143615	3.55418964604394	3.28557750743281	3.3616233804272	3.3234254173303	3.35677146059232
FT1775	486.083136854639	486.067558348634	486.098715360644	432.206148261168	426.230034516432	438.182262005904	2	1.8006361229686	2.16983950499398	1.93021794040936	2.55587499938156	2.19370566268637	2.09517390624033	2.02576182927902	2.09702932049485	1.72933853538493	2.29363609808139	2.28088313815694	1.39783231216003	1.74233609489161	1.5163665690734	2.13948298592113	1.99359469630502	2.31751689867521	1.65627022823142	2.10825807239006	NA	2.22363242905762	1.87376256685735	1.55271340277844
FT1776	486.294397246505	486.293583810649	486.363881839506	42.6847859204189	40.7474620491974	48.4684850027659	36	4.40852476301108	4.24396654342379	4.08688234726298	4.53246631111173	4.30472595283899	4.11753309849225	4.14327798646234	4.27620885633343	4.25927372383831	4.23727182655254	4.02269578396403	4.30874205135561	4.40607802902246	4.38675736375995	4.22819078222325	4.46890160170673	4.52428164977575	4.33728318391354	4.37178597378882	4.49626039318543	4.08752821651211	4.42277176812971	4.3729539109746
FT1777	486.29010327819	486.284496506007	486.292580948663	362.536120047283	361.9368989563	372.708822647807	7	3.04209847478015	3.06626025978357	3.44113400206045	3.16265955061696	3.55696994357745	3.71742304644168	3.62743975973335	3.46876277918502	3.4816973368179	3.06107946204252	3.84493178060699	3.56028499595299	3.4969900296953	3.08862606416126	3.26799290416638	3.27971617416852	2.88152871340392	3.68582243616032	3.77901759359778	3.19681660911489	3.75951916931465	3.31382073432417	3.36087246574545
FT1778	486.300863237744	486.300863237744	486.300863237744	452.169829923344	452.169829923344	452.169829923344	1	3.2661393135	3.12061377028792	3.26277153397464	3.25670380105064	3.18502062053115	3.28087447402786	3.36287839802635	3.33537770025339	3.22474519715659	3.02125136003302	3.57193718573497	3.23525928520154	3.39595205380114	3.19511929919692	3.307777424518	3.27935145235136	3.10348091634545	3.11394950802778	3.34597529259142	3.13171757452573	3.3891651633499	3.19260530281862	3.27277456524929
FT1779	487.1667028082	487.165589765215	487.167815851185	509.679777508331	509.328229712034	510.031325304628	2	3.26702759930485	3.32159833851313	3.43045412806444	3.49242069576258	3.08817391433226	3.22077402551734	3.02666624008849	3.31293244186701	2.99731582292314	2.73879945915497	2.91988946134724	3.31302734521545	3.27876644788472	2.40271120673559	3.07932241668702	3.34525185208164	3.17174233350794	2.95335657049455	2.88226415839372	3.47224091874151	2.69473114626327	3.11605545901895	3.39443176481555
FT1780	487.212403446799	487.212403446799	487.212403446799	417.445637118734	417.445637118734	417.445637118734	1	3.13314506574148	3.14674251449725	3.09831907848972	3.16058412497865	2.97910202549924	3.19298813345328	3.01432330320778	3.1433465139736	3.08086750952865	3.12386634967122	3.11101769465028	3.16309585678395	3.05336979371778	3.11465978980991	3.30170913940029	3.10926951433461	3.23453061905622	3.18007535651509	3.20624924543448	3.14994341152993	3.15884110668127	3.06492455904966	3.17276546458733
FT1781	487.22890598353	487.22890598353	487.22890598353	465.044111221176	465.044111221176	465.044111221176	1	2.27188070572559	2.60174219681029	2.3524639343386	2.73631896530131	2.09431493444839	NA	2.06907400531475	2.54530717394612	2.42213613721802	2.40762218545306	2.7534146409066	2.38677187144465	2.60609698973034	2.50324116880989	2.75996775258214	2.44204796656219	2.40738440800634	2.41957344732434	2.46273371421539	2.53075481392765	2.32767401632541	2.72603030682424	2.45515576999701
FT1782	487.205941675343	487.16553301861	487.246350332076	481.566894893445	478.799804768745	484.333985018145	2	2.25688623834681	2.00223338823376	1.77823455838257	1.68260394633391	2.14106019872361	2.38600671631002	2.09136207249463	2.35956773315973	2.20709157774269	2.15566721716487	NA	2.0892366042849	1.59256113512464	1.84921381818448	2.52294199552719	2.35025936358643	1.4990516607873	2.14058873002469	2.61492149751586	1.35605913800549	1.80899454309585	NA	2.10094135508728
FT1783	487.164548025445	487.164548025445	487.164548025445	453.023850831062	453.023850831062	453.023850831062	1	2.66272208746624	2.90261034894644	2.63217656878561	2.82658523407478	2.71047695544071	2.78897163831846	2.78354671417987	2.90026038216172	2.75409621915456	2.70241620709973	2.75880550171894	2.65964306026958	2.61575517446049	2.75046297375486	2.89878557881415	2.72498618832976	2.65441785081861	2.5391686605804	2.62914142697572	2.79016419805339	2.7919352678612	2.56032054563937	2.709551013824
FT1784	487.258760832379	487.256405193255	487.261116471503	312.545771584126	308.271913878841	316.81962928941	2	3.34001242513793	3.30522413369672	3.40747068175628	3.4105272600641	3.21089757422192	3.30516857364736	3.48724747709182	3.38883940761759	3.43373108326539	2.46598255721908	3.33625827490316	3.82440929316049	3.14390775743152	3.26093343122107	3.43852145917108	3.3003067422243	3.1268630263604	3.24512670863814	3.23544691089556	3.4201449894171	3.45345430757429	3.31878634958955	3.53449611394044
FT1785	487.28733229102	487.287049596941	487.287614985099	130.351086045646	128.736490957466	131.965681133826	2	1.3107871299856	2.08372591852646	1.34654358066343	2.12705361359419	1.70515614387968	2.12739179140325	2.25608617242453	1.7077268197478	NA	1.92370973852269	1.51372933703512	1.99101596363435	1.99889779075628	2.14824605716078	1.86085588020248	1.93859494254306	2.31735475134597	1.75032864927181	2.1580500799767	1.86223211521133	0.914219010176754	1.90522421710408	1.86441394400574
FT1786	487.295601145121	487.294506234841	487.296331438944	42.532913122268	40.9524996835367	43.4748000072345	29	3.94584907574087	3.86049179473801	3.67292290346845	4.08124549806963	3.90690721501488	3.69421440705056	3.72197199681667	3.85493410415576	3.83204120994777	3.86421658749839	3.65214407151759	3.8862150342951	3.92992121625796	3.84731680300765	3.83136845427673	3.9617569687681	4.11177365899071	3.85587128126065	3.99894272189823	3.95843755555524	3.70848152374451	3.974928814032	3.96187499217074
FT1787	487.925701323622	487.925701323622	487.925701323622	391.206728786852	391.206728786852	391.206728786852	1	2.45883757598784	2.55587357266465	2.59986292477336	2.48793778558703	2.25977801358062	2.54860795218323	2.38465057042251	2.52896415150734	2.1392426855879	2.45216716409358	2.71467723098452	1.82960926205993	1.88519934644959	2.25522886050627	2.38936264425785	2.58785787845521	2.43017461571157	2.50049108042272	2.22163012168785	2.08551236206787	2.70870946541179	2.61933407355781	2.36907092439667
FT1788	488.235744829641	488.231799045792	488.259432696043	381.066177980038	379.158495008797	383.802788904945	3	3.22700549229941	3.47032332438972	3.39937030001463	3.61463633366191	3.38643806365753	3.36790353981624	3.30587328533505	3.52971421694055	3.51582890607878	3.59469648802026	3.13412847880079	3.44985327114179	3.63835167336418	3.5691310320312	3.29034759176497	3.40973433707884	3.41973427472954	3.20749828691599	3.69953321297314	3.42494181806216	3.42805111053079	3.54356810941643	3.48823042592228
FT1789	488.243183504418	488.243183504418	488.243183504418	475.909312058151	475.909312058151	475.909312058151	1	2.81647963854728	2.97791943941913	2.87898464062668	2.96659017383122	2.97309968778775	2.93734419352379	2.89722061638049	2.91218377933183	2.81408921582821	2.84056346685966	2.97059498005213	2.84999122862275	2.83593731238274	2.91972531480429	2.92591482181638	2.90627306706914	2.81910418972635	2.98600825950209	3.00246824892123	2.91303171259639	3.02252861254062	3.00218205074299	2.89910563919592
FT1790	488.369084089716	488.363570091929	488.390678731233	39.0079757594902	38.054150065584	41.1835346596071	4	4.18287532631359	4.06680910257616	3.87380544993986	4.14005820099972	4.09411469856689	3.89161551230007	3.9170261734089	3.96540573395923	4.00153420638324	4.03190353388414	3.88280974596078	4.07662992708617	4.18441391091562	4.16145357756485	3.92443522002459	4.10143101776978	4.25951818275812	4.06952015531032	4.21966918927241	4.23002662824756	3.72250639569033	4.04066524040264	4.18992084472781
FT1791	488.266816671207	488.266816671207	488.266816671207	416.499225247461	416.499225247461	416.499225247461	1	2.93706908805781	2.865673261546	3.05885226057884	2.69866146021008	2.49393209365609	2.78870916597168	2.98384194033278	2.89757325659861	2.92682418356386	2.86249421735662	2.88298494048762	2.67927201555671	2.35360472003935	NA	3.07792024863614	2.24384996828969	2.68308847162731	2.92978849744467	2.63842976717427	2.80808466581534	2.33451748671925	2.20084902017667	2.75818176063493
FT1792	488.275344693432	488.275344693432	488.275344693432	450.881830236998	450.881830236998	450.881830236998	1	3.14210565035432	3.09334882284232	3.16979964944443	3.19857366868286	3.13447983881612	3.07766057585539	3.13278616204311	3.10618599610158	3.11425049205139	3.15705511504359	3.19867103584721	3.07602676743876	3.15704060186805	3.16285440752131	3.11871473657041	3.08941659251198	3.09708922868985	3.04705749496491	3.17727575003514	3.04998275188799	3.14266346972136	3.0354960412386	3.20029583586652
FT1793	488.40422915856	488.40422915856	488.40422915856	249.46507975415	249.46507975415	249.46507975415	1	1.83990265101734	1.66384963902493	2.22888812123725	NA	NA	2.33894520674635	1.68113325038208	1.95025143113235	2.17862793459945	2.03797716814716	2.12891405786111	NA	1.61190814941054	2.13341919505139	NA	2.30885379800823	NA	2.03475141537814	NA	2.39560376274556	1.88163551060591	1.83581383840363	2.27153109856424
FT1794	488.983651623986	488.983651623986	488.983651623986	426.0515819978	426.0515819978	426.0515819978	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FT1795	489.114306145619	489.114306145619	489.114306145619	456.612156148854	456.612156148854	456.612156148854	1	NA	NA	1.9675242311638	0.754008870660149	NA	NA	2.02719036517456	1.81682720734458	1.91517193754379	NA	1.42398501955947	0.694690510662237	1.30159286522147	NA	NA	1.88057418594607	1.91781499683288	1.32245696861576	0.972804351957681	NA	1.52039334875145	2.08288664201152	NA
FT1796	489.38927778115	489.386609850291	489.391797256396	38.7663845583959	38.054150065584	39.7854616772528	4	4.0993476616748	3.98752659313531	3.69737068108796	3.97994107941706	4.01786117570295	3.72328714589935	3.79258057823483	3.71404196985757	3.86831953031849	3.91517034657044	3.71552094632216	3.96727878636974	4.08960763824957	3.95588585415177	3.65173800922387	3.97683737858637	4.18325048110925	3.88015072373836	4.10118622620139	4.13564508689319	3.50506212707503	3.81994345155313	4.08748392524517
FT1797	489.3180237425	489.317488736838	489.318558748163	391.053727219134	389.897807605614	392.209646832654	2	3.9141559309934	3.85249176185676	3.62719065907649	3.94873125676712	3.78787501974718	3.67715850163616	3.62933957599354	3.64111469791029	3.69077000410886	3.57878838962477	3.50629564055157	3.75270425250101	3.80458706721212	3.83920875384475	3.6365512977929	3.84827586917348	3.91709047942498	3.79179153844465	3.86520802471973	3.92415562655571	3.58804007225524	3.79422164393314	3.85579143559563
FT1798	489.269665432034	489.269665432034	489.269665432034	354.871827514397	354.871827514397	354.871827514397	1	2.15104654033137	2.31585503058992	2.96433856487824	2.17205055049683	2.87108434592535	2.76426011881794	2.82211936251354	2.63655660750057	2.46968189793016	2.22383171908476	2.89773740053872	2.74108789914168	NA	2.67220603722226	2.40847541009701	2.22543950608671	1.70126955369358	2.94444899004372	3.17606125711544	2.74597566407706	2.54525345587135	2.6425019148828	2.58206990591943
FT1799	489.300138268374	489.300138268374	489.300138268374	298.281583897784	298.281583897784	298.281583897784	1	2.81729895003273	NA	3.01991039381247	2.95526702259376	2.05008006404204	2.91138023056804	2.79787337097494	3.00234662375473	2.59379915752026	2.78687224508218	2.82322501806058	3.03149998105126	2.46651703352936	2.59163210160003	2.43801373367232	2.58036070887073	2.43432511640178	3.05868883806239	2.63666055385678	2.64301241395136	3.05926122975753	2.66841441611561	2.75755085683326
FT1800	489.267270434413	489.267270434413	489.267270434413	440.748417171817	440.748417171817	440.748417171817	1	2.78536344011778	2.57649128189536	2.62765560414629	2.86133041342686	2.67741388409328	2.68924405860816	2.52190393671431	2.61055847010309	2.63771687817854	2.43833273839821	2.67841370639557	2.62186857676725	2.80772873912313	2.70306258367079	2.72872161295293	2.69903271704125	2.49510691452583	2.50560978064255	2.87350558644328	2.63554846943604	2.46194503660167	2.30213473586059	2.73533632557454
FT1801	490.210221846269	490.062424699981	490.262328418784	440.285277655976	406.49918970505	461.150784475808	12	3.52194709413283	3.3791298063106	3.47977050082024	3.53546703117754	3.61758584458778	3.62856899942808	3.67831854880586	3.78619658738243	3.46367511364082	3.48186981946673	3.95819989356509	3.5524921356758	3.11709946345824	3.49821515947229	3.49064225905807	3.67224722813805	3.39562458108	3.54011191468723	3.80952322203814	3.11498773639868	3.64694241420874	3.51846817291854	3.43247233580011
FT1802	490.111979758515	490.111979758515	490.111979758515	355.672382611903	355.672382611903	355.672382611903	1	3.23624680389607	3.26912502264274	3.03545147834674	3.24505039940303	3.30228986381146	2.95154949768252	3.01089800415057	3.15152093114836	3.12300415483018	3.35820353537386	2.7619625586386	3.09545178100085	3.15866769219843	3.2559159192155	2.96581003669154	3.18176918775632	3.36030238061356	3.06484217912001	3.40896489155127	3.1501249983001	2.98738774974301	3.42473692220159	3.29893197871174
FT1803	490.272415353146	490.272415353146	490.272415353146	353.203364829597	353.203364829597	353.203364829597	1	2.85968902909494	2.77944513516254	3.01105324812707	2.90426819181718	2.55862606135831	2.24704443622073	2.15595007063262	3.01269904281017	3.05227859413043	2.67509017022829	3.09575532312993	2.91149212416031	2.36700714913942	2.96170861242687	2.84778740241201	2.54118839426259	2.02505088218068	2.78438968665617	2.7724703471359	2.81351069729343	2.8783135095506	3.18542978279489	3.04869531329276
