feature	mzmed	mzmin	mzmax	rtmed	rtmin	rtmax	npeaks	241008_M274_01_HILIC_neg_B1.mzXML	241008_M274_01_HILIC_neg_B10.mzXML	241008_M274_01_HILIC_neg_B11.mzXML	241008_M274_01_HILIC_neg_B12.mzXML	241008_M274_01_HILIC_neg_B13.mzXML	241008_M274_01_HILIC_neg_B14.mzXML	241008_M274_01_HILIC_neg_B15.mzXML	241008_M274_01_HILIC_neg_B16.mzXML	241008_M274_01_HILIC_neg_B17.mzXML	241008_M274_01_HILIC_neg_B18.mzXML	241008_M274_01_HILIC_neg_B19.mzXML	241008_M274_01_HILIC_neg_B2.mzXML	241008_M274_01_HILIC_neg_B20.mzXML	241008_M274_01_HILIC_neg_B21.mzXML	241008_M274_01_HILIC_neg_B22.mzXML	241008_M274_01_HILIC_neg_B23.mzXML	241008_M274_01_HILIC_neg_B3.mzXML	241008_M274_01_HILIC_neg_B4.mzXML	241008_M274_01_HILIC_neg_B5.mzXML	241008_M274_01_HILIC_neg_B6.mzXML	241008_M274_01_HILIC_neg_B7.mzXML	241008_M274_01_HILIC_neg_B8.mzXML	241008_M274_01_HILIC_neg_B9.mzXML	241008_M274_01_HILIC_neg_BHI.ctr..mzXML	241008_M274_01_HILIC_neg_Bifido_01.mzXML	241008_M274_01_HILIC_neg_Bifido_02.mzXML	241008_M274_01_HILIC_neg_HM008.mzXML	241008_M274_01_HILIC_neg_HM013.mzXML	241008_M274_01_HILIC_neg_HM014.mzXML	241008_M274_01_HILIC_neg_HM016.mzXML	241008_M274_01_HILIC_neg_HM017.mzXML	241008_M274_01_HILIC_neg_HM018.mzXML	241008_M274_01_HILIC_neg_HM021.mzXML	241008_M274_01_HILIC_neg_HM032.mzXML	241008_M274_01_HILIC_neg_HM039.mzXML	241008_M274_01_HILIC_neg_HM042.mzXML	241008_M274_01_HILIC_neg_HM050.mzXML	241008_M274_01_HILIC_neg_HM051.mzXML	241008_M274_01_HILIC_neg_HM052.mzXML	241008_M274_01_HILIC_neg_HM057.mzXML	241008_M274_01_HILIC_neg_HM058.mzXML	241008_M274_01_HILIC_neg_HM059.mzXML	241008_M274_01_HILIC_neg_HM062.mzXML	241008_M274_01_HILIC_neg_HM065.mzXML	241008_M274_01_HILIC_neg_HM066.mzXML	241008_M274_01_HILIC_neg_HM095.mzXML	241008_M274_01_HILIC_neg_HM097.mzXML	241008_M274_01_HILIC_neg_HM099.mzXML	241008_M274_01_HILIC_neg_HM102.mzXML	241008_M274_01_HILIC_neg_HM105.mzXML
FT0563	293.175894737471	293.175304136396	293.176619839193	68.7207690337375	60.7321690460338	72.4962565458593	56	5.40853191298674	5.34716167955744	5.0122687085438	4.97874495685518	5.28459878494299	5.00817629855861	5.07395865061978	4.89920311126198	5.06102363984034	5.23780659938787	4.86625453171435	5.18260509262974	5.35344761906584	5.14707351011184	5.10326085813373	5.19274815473588	5.30610941915541	5.05290280697636	5.28502867638891	5.38838192038257	4.67689881755901	4.98037282739537	5.37121875512538	3.98987226148885	5.87937240222475	5.67939960671821	5.00967314532294	5.22052344173331	5.46846966516248	5.41229315748457	5.18504062357506	5.79444446393539	5.4558113963588	5.97717216248196	5.59436417192001	5.64613690451921	5.79881506839565	5.64103528108465	5.25008535979073	5.19392914164181	5.46166172147306	6.03743506215489	5.67722523278237	5.41356194135536	6.02213415024301	6.0610292109923	5.77201617182283	5.47625020960249	5.58456493477389	5.57880576260339
FT0564	293.174299201652	293.164045210536	293.17938093565	35.9881039286964	34.2373192948001	42.2212154511622	50	4.98549706726245	4.82128020701259	4.54380107330658	5.02559499367107	4.71755979231528	4.58532371162691	4.69442236673223	4.94471884215648	4.80184282742382	4.94070761991451	4.49044742652668	4.86803470386412	5.2619031169085	4.93049808896582	5.10526998372834	4.85401720659685	4.96312066278255	4.80747340413816	5.01700549869677	4.94909249774193	4.58823808259511	4.89788307380239	4.90916655920583	3.40373820717784	5.37124154325232	5.16678453463781	4.97257474788303	5.26204945783981	5.27420057038961	5.17381794127338	4.86654686316386	5.73249602534942	5.18843320414044	5.4378584384326	4.91925186726166	5.15763003592147	5.6271992303626	5.14080817011224	5.33303849276638	4.99845128531695	5.34338659252986	5.27564888271058	4.95057569740071	5.04762684207804	5.38509412633731	5.42367584970012	5.3174440056685	5.30461259903529	5.21271786607357	4.9572115728558
FT0565	294.083528372106	294.083528372106	294.083528372106	454.517687043251	454.517687043251	454.517687043251	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.2598904711551	NA	NA	2.43323862360853	2.2746980223833	2.96236759490522	2.79557330204702	0.973510360007246	NA	NA	NA	NA	NA	NA	1.7511449100516	5.25940252279069	3.17580198553854	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FT0566	294.178852902711	294.173256970452	294.179444026677	68.7060326393458	60.7321690460338	72.4962565458593	53	4.68079782815695	4.63090236657337	4.27973307825203	4.23379226046923	4.54392711518327	4.27986411540982	4.34145818996019	4.16406246410394	4.34423269142476	4.51331146487463	4.13350898849422	4.41534322437471	4.62251928383285	4.41395714599751	4.34726469045415	4.4627713428921	4.56151935049458	4.31254456134783	4.55254471575533	4.65279881068029	3.92191303836185	4.25447684682198	4.63890164531155	3.30354579229675	5.13731280169771	4.92825477016116	4.25642316671914	4.35463478251029	4.747821291671	4.67849788633576	4.45545548268384	5.06320707179135	4.71658871921605	5.24365339000522	4.85823571958344	4.91105719850011	5.06535159773651	4.90696743322261	4.51657937220086	4.46847436692473	4.55345633162864	5.30912251602001	4.93720979506275	4.68895334793689	5.28394443777733	5.32645993520588	5.02957920964422	4.73835951745126	4.85246667565007	4.84939896739064
FT0567	294.17868360588	294.175909136121	294.18027284251	34.8360854940142	34.2373192948001	35.7155933504213	11	4.23914644970265	3.93766154489184	3.82675554002874	3.98434535649928	3.97989782657653	3.72843839024624	3.97061231369611	3.91765523450137	4.04651227601953	4.02821406076882	3.70832894226257	4.09002121012173	4.48954622531304	4.09265592317555	3.993787582822	4.07935750379623	4.20066590537338	3.95665012939176	4.17229842430577	3.97466373628407	3.50511505114536	3.84008223520313	4.1687466860836	2.69455035873547	4.58045827481892	4.07051126623876	4.00772767937634	4.12454650466694	3.9308285515243	4.39234065260806	3.95192227307189	4.92676940992258	4.42409850033655	4.66329412818713	4.00685662125641	4.4045355926556	4.48836533107362	4.363190552699	4.57070407540168	4.26394594570965	4.26778292044528	4.518141749905	3.96671593088023	4.29233927043839	4.63831656408363	4.69254750913349	4.32136640379252	4.60379202630154	4.40560767307778	4.04801858539561
FT0568	295.033049374381	295.033049374381	295.033049374381	372.724563204514	372.724563204514	372.724563204514	1	2.23257542733814	2.38263804943011	2.44234928768676	2.69299746496014	2.35138272554434	2.16728872272042	2.72360806770976	2.60947399039246	2.46711616936527	2.55147218518051	2.5600539798254	2.73576708836173	2.88277311957287	2.74187425696129	2.89817288710108	2.67695835511002	2.15341806241923	2.30768560290567	2.72624997041634	2.58281623021271	2.44897281366067	2.54204849622836	2.17050994270376	2.31501336080496	3.20404533528377	3.49657910599108	3.84547513820792	2.19727866476764	2.38204542417356	2.69820449077792	2.81724622524701	1.94160198116641	2.74162875872018	1.72743252354782	2.94815960414866	3.31586273355951	NA	3.30184924486112	2.74912704298027	2.6374346552588	3.02632401168871	NA	2.78068456477017	1.8828353771211	3.01414506806156	2.76748323086009	3.22748755509166	1.36837065140197	NA	2.90591605542071
FT0569	295.112142558638	295.112142558638	295.112142558638	286.487912789961	286.487912789961	286.487912789961	1	3.24578290287721	2.66315918353989	2.72410189782257	2.75115352689339	1.80489679894293	2.78564011078718	2.27845579980635	3.00005832966646	2.96903820691532	2.89746681083038	3.08905175188785	3.05569081510724	3.33712678002468	2.94154712854395	NA	2.93616314052757	2.69094822451274	3.06781339502837	2.86755833431947	2.81861160775366	3.63151238298649	2.68765560228913	3.11970676446032	3.56592126775491	NA	2.10123974753187	1.74827386184973	NA	NA	NA	1.53078197884056	NA	NA	1.97983997470688	1.96070818819313	2.70696173353788	NA	NA	NA	NA	1.75405422069555	NA	NA	NA	2.48182681651938	1.73114388984059	NA	NA	2.0953407649851	NA
FT0570	295.195304931537	295.14638905558	295.227785175333	62.8585376080044	37.4056868621487	67.4910082172152	15	4.2192014735791	3.50882943112903	3.59618305721002	3.65540046433346	3.81392240456737	3.61698145516354	3.79683376744524	3.63851488614679	3.86583511058071	3.93412976132251	3.57821685048692	4.21025069191169	4.10499196916138	4.04353686423958	3.69286070484259	3.80512311655539	3.97119303755351	3.97520623022071	4.10529442387794	4.02331571847481	3.35066682507315	3.69708289068206	4.03478409052421	2.76452289014457	4.4310324822342	4.12871843139481	3.46014972689111	3.97244088948032	3.89408367009989	3.93557129081587	3.78742707910213	4.39094748616363	4.40270193183815	4.57512129605198	4.11760293658732	4.15383574121908	4.42093830548721	4.1759292829229	3.89458530235869	3.785025857456	3.74074389919144	4.60038890835299	4.18434366414529	4.06993922352535	4.6055742365575	4.59538269256931	4.37065542642532	5.02472345010518	4.16978459146563	4.1093456997728
FT0571	295.13920627318	295.138732216119	295.139857535767	118.284777346277	104.526455693016	121.191721401787	9	3.86921718244367	3.93532036386858	3.90767485724317	3.92339192660737	4.06925853887118	4.06154752366072	4.02855619531593	3.93159323137811	3.84322206455979	4.12684410598414	4.06254212268649	3.92422342447429	3.98650127660217	3.95527995045593	4.17312066416059	3.94089688031846	3.88087461828701	3.89108451038784	4.07553656707891	3.95928228045582	4.00370176236867	3.84242289248662	3.80193030095844	4.1765683799083	4.12475729848002	4.34618978573826	1.40399861318372	3.78065950960005	2.79960447425548	3.09889749914446	3.79073907881099	4.26758475894874	3.99158802773803	4.11245128980443	4.0474587473468	4.37153629753388	3.8626159243208	4.17350334974765	2.91511941662364	2.96669593673102	4.04621461834412	3.91269643267876	3.97799342086125	2.81167163339077	4.32557593391889	4.31992871788696	4.32017526625336	2.93348170995346	4.44767030605382	4.14500634302535
FT0572	295.995239861763	295.994673051104	295.997795384582	65.7569168202834	64.7918214493498	67.3397316415595	13	3.31973896542782	3.39590928432879	3.51924434323088	3.49254163287797	3.41528187914297	3.3271639889965	3.71777619918023	3.29321337594665	3.87162174647711	3.8269559083669	2.82669305235951	3.95562628318393	3.90073789515892	3.70488799568152	3.70610524437094	3.67201192816124	4.0880437345723	3.78411554109039	4.19658203312282	3.35706266160704	2.95392734848552	2.62885282559732	3.94712731897624	2.56657663276932	3.76205165576936	4.04107864198725	2.29538621280351	3.23407666318947	2.43118698794379	3.43357363706328	3.3776858852944	4.08892166104541	3.67169979632845	3.96531499481402	3.60717146585469	4.01119326747369	3.90493873361822	3.35086460425928	3.00356727744005	2.98314465945801	3.25899589866909	4.11028622289887	3.90018306930395	3.45102230597338	4.14087425710986	4.26751975675416	3.83678898725646	4.01671111513259	3.79581676378411	2.94414542379244
FT0573	296.081896967527	296.081896967527	296.081896967527	112.924704440199	112.924704440199	112.924704440199	1	2.67609576381076	2.38326457757336	2.12029134162481	NA	2.56528220924008	2.7810917813696	2.64434272562491	2.27601627781841	2.6069565931966	2.68693648004757	2.52267985687086	NA	NA	2.74163115467548	1.93986950007135	2.42955090085793	2.97827143949301	2.56755298981017	2.91879388981854	NA	2.6774499653401	2.37526044180262	2.52419283681091	3.58941888016518	3.25104366582429	2.72875403718838	2.71446811827814	2.91437089284065	3.67575906324445	4.04543214270593	3.54287285717127	2.94448643042202	3.514512121863	2.35687317785114	3.09626567558279	3.48971902511541	NA	2.51864615820413	4.42791631263054	4.16464569159832	2.08799830945541	2.3917644753489	3.17821816597997	3.78323700062226	3.26021677301025	3.2397322212104	2.29442158102647	3.85976079858689	3.15020127185299	3.12979202790645
FT0574	296.052854078745	296.052854078745	296.052854078745	435.516885002688	435.516885002688	435.516885002688	1	3.09740092736263	2.98585475798021	2.85638273055094	3.77484729837764	2.54695062432847	2.61154318924465	2.7630249473411	2.96045808814239	2.78865763840233	2.49489284767849	2.55450922327547	3.23572510925264	2.53666006042141	2.97590471352067	2.60275391092004	3.0305099311588	3.23550882351608	2.57592461670975	2.47623167467072	3.39187514634814	2.395357245143	2.97013838448914	2.90077769501974	2.87199056011707	NA	1.7627545512247	1.79844744701186	2.49186507048459	1.29957901095417	NA	2.62647147483841	2.60792173672051	2.48274462342364	2.03730995190187	2.51315137809097	1.56703208136997	NA	2.29421693456842	NA	NA	2.40486961335499	2.49357908126696	2.27890528598166	1.91553120557464	2.72721460064586	NA	2.71380083531904	2.47374841851508	2.60116657646246	2.37998968655665
FT0575	296.13386372121	296.133720531517	296.134006910903	380.657047736689	378.394066064546	382.920029408832	2	2.69812631546322	2.84961660404614	2.9133888018156	2.21362560140083	2.41396448176663	2.81920551617829	2.92861008061731	2.5050927892631	2.93370163475571	2.71156788547531	3.32260853405354	2.75486526734134	2.92811388638774	2.68887791350282	3.08853802243158	2.42194004172891	NA	2.77029051820405	2.55353313854843	1.98584306442635	3.15243372730267	2.52955327204903	1.6310108677356	3.94509208223454	NA	3.33967355647955	NA	NA	2.49164246432846	2.29817969813213	3.07847424006821	NA	3.13700479518261	NA	3.31478849796409	3.67896148595331	2.52702579181909	3.76785181044297	1.16698759962086	NA	2.91629581797299	NA	2.52707516729958	1.46112588223458	2.67401302623323	NA	2.935876677202	NA	3.17122239749309	2.90944705525393
FT0576	297.06577265414	297.06577265414	297.06577265414	153.603026173485	153.603026173485	153.603026173485	1	NA	NA	NA	NA	NA	1.82725306126135	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.06711420740909	NA	NA	NA	NA	2.39725727717747	1.71370406152878	NA	NA	NA	NA	1.58892889131197	1.38742866114017	2.42252018843878	4.071647680237	NA	4.89757423691723	NA	NA	1.44913161644256	1.22051776656059	1.57574397302	NA	NA	NA	NA	NA	1.65602650922724	3.67912614686283	0.906503890907825	2.00825212363134	4.11969762387419
FT0577	297.158550489479	297.149621116695	297.250052810918	38.7602087533711	37.8265721399816	61.0076345991797	58	5.71924379702349	5.2467049804509	4.87415311600627	4.98842881453177	5.13141320617114	4.70098324529659	5.01028494014789	4.86322161115761	5.08427678047058	5.11132337663153	4.8776362111822	5.801412459469	5.25158998354815	5.08365336338409	5.07882936010023	5.0896961240379	5.36268355954924	5.41549224514002	5.31683705360176	5.4570539695717	4.72569424323915	5.29656024988525	5.30930311679738	3.42082087149753	4.85138063390782	4.68260393324227	4.43468604083553	4.80111517637959	4.74923375143328	4.58598328732782	4.74080781769047	5.11787777689377	4.78365035088115	5.39479737633564	4.61745086443161	4.65000982126651	5.00936380232962	4.90420123408946	5.27257587169755	4.68593574342987	5.09228724860907	5.23160031556774	4.8772357660491	4.90409651389563	5.10557595191639	5.1815028835125	5.19030849911903	5.24489900649868	4.7862598521138	4.80071411415164
FT0578	298.156894682657	298.15535330491	298.159985239894	38.743477640829	37.8265721399816	39.2521122270763	20	4.9731432015119	4.49878608705736	4.13266953790905	4.28105227385476	4.40861232665646	4.03480621423001	4.26921780245812	4.14877922218328	4.33444577799316	4.38762560293147	4.14399322585895	5.04473231188227	4.515248115761	4.33973130117853	4.34891276174155	4.35035163992865	4.62607772187166	4.66736865174462	4.57979129519794	4.7231923801751	4.03466833045361	4.53503409733641	4.5731336269599	2.76656836143316	4.16375851900308	3.94719385995858	3.71601432630262	3.98183473754872	3.99938136223491	3.7968736472214	4.07097354995807	4.41155038029318	4.00179442350765	4.6806539923485	3.93293531219453	3.96245304761614	4.25532482598531	4.21966713212628	4.04138457620207	3.94852724510199	4.39474342112279	4.45637632507486	4.13333745978316	4.21817502309875	4.30125710799026	4.47494492645033	4.49764284311096	4.5109459382081	4.07190317969519	4.06214316272358
FT0579	298.155404355148	298.155404355148	298.155404355148	64.5092560120434	64.5092560120434	64.5092560120434	1	3.27023653674931	2.76234195154317	3.01510873806967	2.10610731825388	2.99172857353844	2.846456708337	3.10483389281372	2.70477562579516	3.04058309202569	3.17093778654378	3.09605264183001	3.09948082428437	3.0938658280002	3.38716352316826	2.52698780569388	3.16081090018263	3.03194644316099	3.1535438911019	3.09263079138263	2.66994785161418	2.91283594359619	2.58904514383116	NA	3.60164002387732	3.29737139838465	3.13484905791316	2.13305690763026	2.81014925670596	2.88075347564493	NA	3.17833860938614	3.21360106472276	2.66085074800319	2.88565832260156	2.84619397787358	2.95161114512734	2.96774791395127	3.48555055934387	2.75707631028278	2.68013519075801	NA	2.7751400030608	2.51863265697823	2.56095470618074	3.296462509472	NA	3.48696395448142	2.94953760673695	3.12613156054905	NA
FT0580	298.140539597904	298.139775685426	298.140682128709	350.930031073351	344.405869005523	352.990094740316	5	3.15893909158928	3.48128449258106	3.6259727183886	3.68512682363214	3.07573287147122	3.70627247358783	3.68773712036097	3.48961766196909	3.39011811704246	3.52309480427309	3.87814832547777	3.13627388697582	3.37020832340548	2.71582690777087	3.43415561638207	3.54658707697446	3.15485939402795	3.37653859765293	3.47177113735566	3.39255874053874	3.8327826905313	3.0433335544446	3.14831653609643	4.36216237445852	1.64292361457741	2.73560548473268	NA	2.55700052574603	2.60992515629596	2.79733233242895	3.38581750595799	2.59332408741807	3.04938928079203	2.32749920209808	3.20848146396229	3.31706400620139	2.12458851792379	3.31723588086988	2.34164508038302	2.80832519448076	2.90718503177381	2.15992662429474	2.73546140988968	2.14365141522618	3.17180192707092	2.82022822363271	3.27087787485956	1.82635538979323	3.16306748361431	2.49032987072775
FT0581	299.005956294696	298.931258131655	299.063581874576	423.315383815491	420.445570439934	433.103034368994	9	3.74571359494142	3.83283618775427	3.62404989200763	4.02614329936347	3.67605992086319	3.32555908009431	3.5359045372527	3.78156428854003	3.79056229593445	3.75449310775917	3.25895738882887	3.74158940418872	3.94289468239812	3.98891080529357	3.85491425677683	3.79627813444747	3.98162437616204	3.61687661482401	3.9167488718661	3.93771409807881	3.42440628946883	3.90035063417975	3.65934348748586	3.35053787662094	4.67374377375275	4.48623441334947	3.99969615245524	4.71066319525274	4.46265426592637	4.51367275800195	4.1676048236129	4.8949467343498	4.45355154333858	4.78694890974093	4.41577600188956	4.54893444460286	4.74216958228453	4.56832840925822	4.29054160129135	4.67369418845019	4.8156695909111	5.0513531778394	4.52942613881616	4.42665470954439	4.74830877985605	4.96439576857562	4.80085236188924	4.60259125689292	4.61529680681171	4.50054724957843
FT0582	299.032585981266	299.02807230942	299.037099653112	41.9031276244722	41.6002065869078	42.2060486620366	2	3.8641186314662	3.80148313773693	3.56447096461748	4.04020338143781	3.65992117976203	3.61735626956986	3.93326566383301	3.8233439178522	3.74438105997339	3.78706934225516	3.71762144172434	3.96357916222832	4.00380754841927	3.68738950472157	4.03919722137034	4.05798970048354	3.88871022119484	3.9597010174188	3.98420058736251	3.75990496162553	3.69120079519647	3.71294075548873	3.9673998838012	2.93874749212389	4.1025645815405	3.80164473606084	3.91821508689076	4.17378809494262	4.07244448952444	3.8481939352152	3.69692033619849	4.2582555543876	3.81666008074313	4.299165452288	3.78541365250569	4.02554588878774	4.38531481337251	3.88013837865649	4.35993023890573	3.99653929691931	3.99136168590351	4.28157474167474	4.01641548725635	3.81665589374827	4.242037513211	4.21120055052706	4.13288865993077	4.1251054070267	3.97255189352394	3.9472831697184
FT0583	299.258680575611	299.150418092357	299.259726100178	63.8622056452355	38.754185751659	82.8864411042836	38	4.66555265714114	4.45659364068163	4.30764150708872	4.41845714539456	4.4548932391336	4.38377393466347	4.40489913485995	4.19689421084828	4.43608051351386	4.61963459841007	4.19841591586981	4.60954050240623	4.78678405823086	4.68797671929092	4.27032775278774	4.47479400505197	4.6415631195488	4.23367543237813	4.69105840467741	4.7527100537086	3.83427332793084	4.09445104416764	4.59153005629948	3.37718465712062	5.05373762957684	4.69526048890561	4.26577779591493	4.44573566998096	4.55680405221014	4.56601555555715	4.43888964435366	5.06411015367513	4.6532303110544	5.12388336695371	4.58849798564061	4.61970294451695	4.790752090446	4.6850336582324	4.80630608063624	5.25178660336433	4.51246058843808	5.18962755314117	4.65928767500197	4.64601902049215	5.09941595847436	5.11771791456172	4.92194619116036	6.1482821450256	4.77608890923817	4.71498002200846
FT0584	300.184176049026	300.181968597741	300.19228345079	312.124338409321	309.384664192187	330.143939917621	16	4.19042433252054	3.93871292119115	3.95865986521274	4.4027699390505	4.00475039997601	4.04600942968995	4.02811869642686	4.1861968842772	4.05958558416364	4.05378155316293	3.87081897451747	4.02870077749223	4.37930985237907	4.25195003869764	4.11191444809536	4.09463191377982	4.07418462081964	3.97771139470131	4.22269250026731	4.34423677538737	3.5611358352438	4.20401286828954	4.14467940480814	3.99494253631155	4.14399657392734	4.08451836258404	3.50361479200042	4.23437763063825	4.07436218188622	3.94130766691146	3.51029861700305	4.31104649721992	3.93818524861956	4.24865374514191	4.04776536364561	4.07611158968371	4.32543490399697	3.85807116270502	3.97427157723095	3.78336014630315	4.30385956901512	4.46735016319274	4.06764456327313	3.93456017475896	4.29768329313972	4.44234493058357	4.36280609459516	3.94227293843951	3.47691935455052	4.03105773692558
FT0585	300.119618111311	300.119618111311	300.119618111311	378.394066064546	378.394066064546	378.394066064546	1	NA	2.99878326189804	NA	NA	2.80560543552809	3.23803557113819	2.50338310195031	2.68980678363709	2.75243652791172	3.29507309511413	3.04568227209592	2.8064829979265	1.72553333773451	2.9033279083175	3.2506529641381	3.06094191644762	2.72140947632576	2.7561494561943	3.26287907381586	2.74554037995853	3.07248361696776	2.74299813860238	2.43762308632563	3.64035648331434	NA	1.69419181075641	NA	NA	NA	NA	1.61083121082075	NA	2.23502994831665	NA	NA	2.65514574207455	NA	NA	NA	1.13709928871554	NA	NA	NA	NA	NA	NA	NA	1.26526939111817	NA	2.12825170906105
FT0586	300.057164225331	300.057164225331	300.057164225331	360.338934450795	360.338934450795	360.338934450795	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.61247740797982	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.639811924314488	1.51836041795984	1.74886926734539	3.71157018900804	NA	1.71983690385765	NA	NA	NA	1.86524712572359	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FT0587	300.261729493337	300.261729493337	300.261729493337	59.1940329157878	59.1940329157878	59.1940329157878	1	3.34921779012246	3.01046667749541	2.8212101561437	3.00511022001461	3.21517862866151	2.97070521126622	2.99286794672736	1.93194731561899	2.85629213389198	3.14487115281481	2.57116765775928	3.02968680817529	3.44128628425546	3.41883712656969	3.08696072752853	2.50278318236801	3.19135165139089	3.31812517815749	3.2453256512988	3.54894296561952	NA	2.72110614093846	1.96913035375807	1.88405283838609	3.8319748181726	3.63210041407392	2.37927791408658	NA	2.45064222510305	3.27516177986837	3.19706315818811	3.48449680639225	3.68283784954559	3.70327861362184	3.05838371949083	2.94159256929854	3.15473738502183	3.17340053259683	3.50405000241004	4.31399519388186	NA	3.73350117145334	2.49248553671452	3.27247176955747	3.79801879783541	3.74450992695819	NA	5.42357986448557	3.1660012954209	3.65441344147211
FT0588	301.165970544148	301.164961384754	301.178254126796	41.8634471094429	39.5420631126381	42.9159760841687	53	4.96089904787238	4.77835495699979	4.57096128736171	4.95719969477537	4.85083887192592	4.58128392766654	4.65461485887286	4.75582132023262	4.75132541035074	4.90274653557803	4.32553868191147	4.86934281207737	5.10447458025725	4.95877178124319	5.00055533450058	4.76782556522648	4.96238841901231	4.73518185073153	5.04600356660616	5.02407816252967	4.36697778270237	4.74669465800642	4.92554424958271	3.07000511673508	5.22686640289698	5.05677364689794	4.1998026416808	5.21206516272127	5.07298068717737	4.88045929297523	4.71350064541399	5.41341908426681	4.93520780279511	5.4568502362173	4.94256897900127	4.96806944493212	5.44414011316523	5.0918945417786	4.43654944763143	4.64899569599339	5.37541106045712	5.56558697145728	5.02868212022195	5.02228932908409	5.40809290660956	5.44643293273153	5.35733341923448	5.19674694515608	5.07443394038191	4.95257902889426
FT0589	301.103594129065	301.103594129065	301.103594129065	83.5041450253282	83.5041450253282	83.5041450253282	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.97567342397398	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FT0590	301.103535602645	301.103535602645	301.103535602645	109.645843935559	109.645843935559	109.645843935559	1	1.94920717965168	NA	2.1267553779872	2.37415202900148	2.23252793858564	1.84528689646963	NA	NA	2.08644231553166	NA	1.60550835224804	NA	NA	2.38106868839175	2.32518269915577	1.87839443267588	NA	1.73973843876094	1.65034805121919	2.6282310376917	NA	1.89916728632001	2.46045729620413	2.08711406173711	2.00584587067709	2.90339782167298	NA	3.54424195307262	3.12134049394184	3.9708096207924	3.2480968616488	1.93216806628924	2.3736583230965	1.51934971342543	2.70436327580758	2.64021111591696	NA	1.40085948544544	2.99768509204006	3.86649594820562	NA	2.17186952499208	1.53404411337784	5.11195263728288	3.39306131031415	NA	2.45672461041292	3.15588627947521	2.44538194514585	2.40248912156581
FT0591	301.149902442586	301.14681334851	301.151233390922	391.936391510539	382.832098454692	400.498520338824	4	3.92096208779495	3.74955409289176	3.93104086022182	3.67574086963728	3.96464286626817	4.0455628159951	4.08355917982946	3.99555824027323	3.94623966884404	4.07309186727189	4.05063697890208	4.07904155325349	3.91680496088469	3.96796233834862	4.39492373561764	4.00255000289245	3.63406185206612	4.03922802630655	4.25544149090227	3.83006425319019	4.1153614753171	3.78671223863671	3.90441923431575	3.98836473819671	3.54085538314988	3.56282469958534	2.20554945757942	2.82178829945037	3.38593871009304	3.25639580695311	3.77958994315209	3.48462688608232	3.38260286073099	3.71133547700748	3.76651317661972	3.8435936468092	3.84778442051667	3.97545356984493	3.25619098610218	3.01003826655117	3.71681659775272	3.17258011374373	3.5619740746021	2.75188677020856	3.65579493785451	3.48567617538521	3.81741275475401	2.82931760490894	3.63829689774039	3.63281318991389
FT0592	301.065983545058	301.065983545058	301.065983545058	437.622283566106	437.622283566106	437.622283566106	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.59260963261597	NA	NA	4.93409985991381	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.62120890869692	NA	NA	NA	NA	1.99837511752435	NA	NA	NA	NA	NA	NA
FT0593	302.066002933848	302.065538750969	302.067039332691	242.48759290449	203.987383902138	252.523247988833	42	5.36192574403881	5.2556652862771	5.16040601449541	5.43728745829708	5.06989785253543	5.1725066847743	5.16860507122759	5.39683495813134	5.33997154605197	5.04545708799852	4.98155815305334	5.07587935909526	5.14793853225006	5.07843095184389	5.39943109394917	5.0476526915162	5.1381961927912	5.00752238380971	5.05310205618615	5.28864825928302	5.09158087708325	4.87161395086716	5.16011816249661	5.22333013286048	4.03319961627675	4.90774617702087	4.57682156478059	5.82203616818326	4.01867072690555	4.42854315735658	4.33340756427655	4.48059174299537	3.83293503318638	4.50077550209811	5.57026269888751	5.06414036526754	4.05514927329783	2.18594423030267	5.87760350092409	3.84298896494294	4.98248558967751	4.27032896501026	3.6270873631085	5.21465729471989	4.40605865667767	4.90806884111237	4.79722331289342	4.1259683443864	5.08105857220433	4.35415045492888
